Qualis	Ano da Produção	Autor01	Autor01-Cat	Autor02	Autor02-Cat	Autor03	Autor03-Cat	Autor04	Autor04-Cat	Autor05	Autor05-Cat	Autor06	Autor06-Cat	Autor07	Autor07-Cat	Autor08	Autor08-Cat	Autor09	Autor09-Cat	Autor10	Autor10-Cat	Autor11	Autor11-Cat	Autor12	Autor12-Cat	Autor13	Autor13-Cat	Autor14	Autor14-Cat	Autor15	Autor15-Cat	Autor16	Autor16-Cat	Autor17	Autor17-Cat	Autor18	Autor18-Cat	Autor19	Autor19-Cat	Autor20	Autor20-Cat	Autor21	Autor21-Cat	Autor22	Autor22-Cat	Autor23	Autor23-Cat	Autor24	Autor24-Cat	Autor25	Autor25-Cat	Autor26	Autor26-Cat	Autor27	Autor27-Cat	Autor28	Autor28-Cat	Autor29	Autor29-Cat	Autor30	Autor30-Cat	Autor31	Autor31-Cat	Autor32	Autor32-Cat	Autor33	Autor33-Cat	Autor34	Autor34-Cat	Autor35	Autor35-Cat	Autor36	Autor36-Cat	Autor37	Autor37-Cat	Autor38	Autor38-Cat	Autor39	Autor39-Cat	Autor40	Autor40-Cat	Autor41	Autor41-Cat	Autor42	Autor42-Cat	Autor43	Autor43-Cat	Autor44	Autor44-Cat	Autor45	Autor45-Cat	Autor46	Autor46-Cat	Cidade	Cidade do evento	DOI	Divulgação	Edição / Número	Fascículo	IES Nome	IES Sigla	ISBN/ISSN	ISSN / Título do periódico	Idioma	Linha de Pesquisa	Natureza	Nome da editora	Nome do PPG	Nome do evento	Número da página final	Número da página inicial	Número do DOI	Observação	País	Produção Glosada?	Programa	Projeto de Pesquisa	Subtipo da Produção	Série	Tipo da Produção	Título da Produção	Título dos Anais	URL	URL do DOI	Volume	Área de Avaliação	Área de Concentração
NA	2019.0	GILMAR TUMELERO	Egresso - null	JORGE DANIEL DE MELO MOURA	Docente																																																																																									-			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		2316-1752 / (2316-1752) CADERNOS DE ARQUITETURA E URBANISMO (ONLINE)	PORTUGUES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	-	Arquitetura e Urbanismo		307	265	-	-		Não	40004015037P3	ANÁLISE DO DESEMPENHO TERMOENERGÉTICO DE SISTEMAS CONSTRUTIVOS LEVES PARA HABITAÇÕES DE INTERESSE SOCIAL.	ARTIGO EM PERIÓDICO	38	BIBLIOGRÁFICA	PROPOSTA DE MARCO PERIMETRAL PARA TRATAMENTO DO PROBLEMA DE ESTANQUEIDADE NA INTERFACE DE ESQUADRIAS DE ALUMÍNIO E PAINÉIS WOOD FRAME		[http://periodicos.pucminas.br/index.php/Arquiteturaeurbanismo/issue/view/1166][doi:10.5752/p.2316-1752.2019]	-	26	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
NA	2019.0	GISLAINE ELIZETE BELOTO	Docente																																																																																											-			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		1466-4526 / (1466-4526) REVIEW OF INTERNATIONAL POLITICAL ECONOMY (ONLINE)	INGLES	1. REFERÊNCIAS PROJETUAIS: HISTÓRIA, MODELOS E IDEIAS	Completo	Planning Perspectives	Arquitetura e Urbanismo		20	1	-	-		Não	40004015037P3	A forma das cidades brasileiras e as estruturas urbano-regionais	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	REGIONAL CITIES: INTERNATIONAL REFERENCES IN BRAZILIAN REGIONAL PLANNING IN THE 1950S AND 1960S		[doi:10.1080/02665433.2019.1597759]	-	1	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
A3	2019.0	MARIA IZABEL DE MELLO BARRETO	Egresso - null	JORGE DANIEL DE MELO MOURA	Docente	JULIANA CORTEZ BARBOSA	Participante Externo	VICTOR DE ARAÚJO	Sem Categoria	ANDRE LUIS CHRISTOFORO	Participante Externo																																																																																			Raleigh			IMPRESSO		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		1930-2126 / (1930-2126) BIORESOURCES (RALEIGH, N.C)	INGLES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	University North Caroline State	Arquitetura e Urbanismo		5058	5045	10.15376/biores.14.3.5045.5058	-		Não	40004015037P3	Madeira de eucalipto de alto desempenho	ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	STRUCTURAL PERFORMANCE ANALYSIS OF CROSS-LAMINATED TIMBER-BAMBOO (CLTB)		-	-	14	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
C	2019.0	ALINE FRANCO DA ROCHA	Participante Externo	JUNIOR, PAULO SERGIO PEREIRA	Sem Categoria	CALEFI, GABRIELA SIMONETTI	Sem Categoria	HELENA KAMINAMI MORIMOTO	Participante Externo	GUILHERME FIGUEIREDO MARQUEZINE	Participante Externo	TANIA LONGO MAZZUCO	Participante Externo	ELIANA COTTA DE FARIA	Participante Externo	MARIANA RAGASSI URBANO	Docente	ALEXANDRE JOSE FARIA CARRILHO	Participante Externo																																																																											-			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		1479-6848 / (1479-6848) ENDOCRINE ABSTRACTS (ONLINE)	PORTUGUES		Completo	-	Arquitetura e Urbanismo		-	202	-	-		Não	40004015037P3		ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	THE GROWTH HORMONE EFFECT BLOCKED WITH PEGVISOMANT DID NOT ALTER THE FREE FAT ACID PLASMA CONCENTRATION IN PRE-DIEBETIC OR TYPE 2 DIABETIC PATIENTS TREATED WITH EMPAGLIFLOZIN		[doi:10.1530/endoabs.63.gp202]	-	63	ARQUITETURA, URBANISMO E DESIGN	
C	2019.0	MARIELI AZOIA LUKIANTCHUKI	Docente	ALESSANDRA RODRIGUES PRATA SHIMOMURA	Participante Externo	FERNANDO MARQUES DA SILVA	Participante Externo	ROSANA MARIA CARAM FRANIECK	Participante Externo																																																																																					São Paulo			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		2526-5830 / (2526-5830) REVISTA IPT	PORTUGUES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	IPT - Instituto de Pesquisas Tecnológicas	Arquitetura e Urbanismo		27	15	-	-		Não	40004015037P3	Da teoria à prática: a aplicação de estratégias de conforto ambiental no processo de projeto	ARTIGO EM PERIÓDICO	10	BIBLIOGRÁFICA	THE INFLUENCE OF THE OF SHEDS GEOMETRY ON THE PRESSURE COEFFICIENTS OF THE SURFACE OF THE CLOSED BUILDINGS		-	-	2	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
A3	2019.0	BRUNO EDUARDO MAZETTO DOMINGOS	Egresso - null	JORGE DANIEL DE MELO MOURA	Docente																																																																																									Raleigh			IMPRESSO		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		1930-2126 / (1930-2126) BIORESOURCES (RALEIGH, N.C)	INGLES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	North Carolina State University	Arquitetura e Urbanismo		9484	9472	10.15376/biores.14.4.9472-9484	-		Não	40004015037P3	APROVEITAMENTO DE RESÍDUOS DE MADEIREIRAS (CASCAS DE EUCALYPTUS GRANDIS) PARA ELABORAÇÃO DE NOVA PROPOSTA PARA PAINÉIS DE TIRAS DE MADEIRA ORIENTADAS (OSB).	ARTIGO EM PERIÓDICO	4	BIBLIOGRÁFICA	THE VIABILTY OF EUCALYPTUS BARK FOR THE COMPOSITION OF OSB PANELS		-	-	14	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
NA	2019.0	CAMILA THIEMI NAKAMURA GONINO	Egresso - null	RICARDO DIAS SILVA	Docente																																																																																									-			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		1757-899X / (1757-899X) IOP CONFERENCE SERIES: MATERIALS SCIENCE AND ENGINEERING (ONLINE)	INGLES		Completo	-	Arquitetura e Urbanismo		-	022023	-	-		Não	40004015037P3		ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	TRADITIONAL WOODEN HOUSES IN MARINGÁ (BRAZIL): ICT IN PLANNING RESEARCH		-	-	603	ARQUITETURA, URBANISMO E DESIGN	
NA	2019.0	MAYARA HENRIQUES COIMBRA	Discente - Mestrado	GISLAINE ELIZETE BELOTO	Docente																																																																																									-			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		1807-8664 / (1807-8664) ACTA SCIENTIARUM. TECHNOLOGY (ONLINE)	INGLES		Completo	-	Arquitetura e Urbanismo		-	e42407	-	-		Não	40004015037P3		ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	URBAN EXPANSION: FROM COMPACT TO FRAGMENTED FORM		[http://www.periodicos.uem.br/ojs/index.php/ActaSciTechnol/article/view/42407]	-	42	ARQUITETURA, URBANISMO E DESIGN	
NA	2019.0	MARIELI AZOIA LUKIANTCHUKI	Docente	ALESSANDRA RODRIGUES PRATA SHIMOMURA	Participante Externo	FERNANDO MARQUES DA SILVA	Participante Externo	ROSANA MARIA CARAM FRANIECK	Participante Externo																																																																																					Londres, Inglaterra			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		1473-3315 / (1473-3315) INTERNATIONAL JOURNAL OF VENTILATION	INGLES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	Taylor & Francis	Arquitetura e Urbanismo		22	1	-	-		Não	40004015037P3	Da teoria à prática: a aplicação de estratégias de conforto ambiental no processo de projeto	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	WIND TUNNEL AND CFD ANALYSIS OF WIND-INDUCED NATURAL VENTILATION IN SHEDS ROOF BUILDING: IMPACT OF ALIGNMENT AND DISTANCE BETWEEN SHEDS		-	-	1	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
C	2019.0	RENATO LEAO REGO	Docente																																																																																											Florianópolis			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		2182-7214 / (2182-7214) REVISTA DE MORFOLOGIA URBANA	PORTUGUES	1. REFERÊNCIAS PROJETUAIS: HISTÓRIA, MODELOS E IDEIAS	Completo	UFSC	Arquitetura e Urbanismo		32	31	-	-		Não	40004015037P3	Ideias e modelos de arquitetura e urbanismo no Paraná	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	4O. WORKSHOP PNUM, MARINGÁ, SETEMBRO 2018		[http://revistademorfologiaurbana.org/index.php/rmu/issue/view/10/10]	-	6	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
B2	2019.0	RENATO LEAO REGO	Docente																																																																																											Londres			VÁRIOS		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		0266-5433 / (0266-5433) PLANNING PERSPECTIVES (PRINT)	INGLES	1. REFERÊNCIAS PROJETUAIS: HISTÓRIA, MODELOS E IDEIAS	Completo	Taylor and Francis	Arquitetura e Urbanismo		4	1	-	-		Não	40004015037P3	Ideias e modelos de arquitetura e urbanismo no Paraná	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	8TH PNUM CONFERENCE, MARINGÁ, BRAZIL, 21-23 AUGUST 2019		[http://https://www.tandfonline.com/doi/full/10.1080/02665433.2019.1699153]	-	1	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
B1	2019.0	BRUNA RIGHI DOTTO	Egresso - null	ANDRE DE SOUZA SILVA	Docente																																																																																									Lisboa		-	MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		2182-3030 / (2182-3030) CIDADES, COMUNIDADES E TERRITÓRIOS	Português	CIDADES	Completo	ISCTE - Instituto Universitário de Lisboa	Arquitetura e Urbanismo		164	152	10.15847/citiescommunitiesterritories.jun2019.038.art05	-		Não	42007011032P6	Índice de certificação da qualidade e eficiência energética urbana com vistas à sustentabilidade socioeconômica das cidades - ICC	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	A REPRESENTATIVIDADE DA MOBILIDADE URBANA EM CERTIFICAÇÕES DE SUSTENTABILIDADE		[http://https://revistas.rcaap.pt/cct/index]	https://revistas.rcaap.pt/cct/issue/view/974	38	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
A1	2019.0	AUGUSTO MASIERO GIL	Participante Externo	KAMAL H. KHAYAT	Participante Externo	BERNARDO FONSECA TUTIKIAN	Docente																																																																																							-			MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		0950-0618 / (0950-0618) CONSTRUCTION & BUILDING MATERIALS	INGLES	EDIFICAÇÕES	Completo	-	Arquitetura e Urbanismo		-	-	doi:10.1016/j.conbuildmat.2019.116939	-		Não	42007011032P6	Projetos de pesquisa do ITT Performance relacionados ao mestrado profissional de Arquitetura e Urbanismo	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	AN EXPERIMENTAL APPROACH TO DESIGN SELF-CONSOLIDATING CONCRETE		https://linkinghub.elsevier.com/retrieve/pii/S0950061819323815	https://linkinghub.elsevier.com/retrieve/pii/S0950061819323815	229	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
B4	2019.0	FRANCINE BARCELLOS DA SILVA	Discente - Mestrado Profissional	FABRICIO LONGHI BOLINA	Egresso - null	BERNARDO FONSECA TUTIKIAN	Docente																																																																																							-			MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		2007-6835 / (2007-6835) REVISTA ALCONPAT	PORTUGUES	EDIFICAÇÕES	Completo	"Associação Latino-Americana de Controle de Qualidade, Patologia e Recuperação

de Construção, Internacional, A.C."	Arquitetura e Urbanismo		78	69	doi:10.21041/ra.v10i1.448	-		Não	42007011032P6	Projetos de pesquisa do ITT Performance relacionados ao mestrado profissional de Arquitetura e Urbanismo	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	ANÁLISE NUMÉRICA DAS CARACTERÍSTICAS DA SEÇÃO DE LAJES MISTAS DE AÇO E CONCRETO EM SITUAÇÃO DE INCÊNDIO		https://revistaalconpat.org/index.php/RA/article/view/448	http://dx.doi.org/10.21041/ra.v10i1.448	10	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
B4	2019.0	FABRICIO LONGHI BOLINA	Participante Externo	BERNARDO FONSECA TUTIKIAN	Docente	JORDANA GONCALVES	Participante Externo	TIAGO KUNZ DE SOUZA	Participante Externo	GUSTAVO CARNIEL MANICA	Discente - Bacharelado																																																																																			-			MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		2007-6835 / (2007-6835) REVISTA ALCONPAT	PORTUGUES	EDIFICAÇÕES	Completo	"Associação Latino-Americana de Controle de Qualidade, Patologia e Recuperação

de Construção, Internacional, A.C."	Arquitetura e Urbanismo		35	22	doi:10.21041/ra.v10i1.415	-		Não	42007011032P6	Projetos de pesquisa do ITT Performance relacionados ao mestrado profissional de Arquitetura e Urbanismo	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	ANÁLISE NUMÉRICO-EXPERIMENTAL DE PAREDES DE ALVENARIA DE BLOCO CERÂMICO COM DIFERENTES ESPESSURAS EM ALTAS TEMPERATURAS		https://revistaalconpat.org/index.php/RA/article/view/415/625	http://dx.doi.org/10.21041/ra.v10i1.415	10	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
NA	2019.0	BRUNA LILIANE BRENNER	Participante Externo	MATHEUS SBARDELOTTO BALDO	Participante Externo	MARCO AURELIO STUMPF GONZALEZ	Docente	ANDREA PARISI KERN	Participante Externo																																																																																					Florianópolis			MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		2447-3073 / (2447-3073) MIX SUSTENTÁVEL (ONLINE)	PORTUGUES	EDIFICAÇÕES	Completo	UFSC - UNIVERSIDADE FEDERAL DE SANTA CATARINA	Arquitetura e Urbanismo		78	71	doi.org/10.29183/2447-3073.MIX2019.v5.n4.71-78	-		Não	42007011032P6	Investigação do desempenho térmico e acústico em edificações residenciais	ARTIGO EM PERIÓDICO	4	BIBLIOGRÁFICA	ANÁLISIS DE LA APLICACIÓN DA LA NORMATIVA BRASILEÑA NBR 15575 Y ALGUNAS ESTRATEGIAS PARA AUMENTAR LA CALIDAD AMBIENTAL EN EDIFICIOS HABITACIONAIS		[http://www.nexos.ufsc.br/index.php/mixsustentavel/article/view/3686]	http://dx.doi.org/10.29183/2447-3073.MIX2019.v5.n4.71-78	5	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
B2	2019.0	SAMUEL POETA	Participante Externo	TAMIRES GEANEZINI GERHARDT	Participante Externo	MARCO AURELIO STUMPF GONZALEZ	Docente																																																																																							Santiago			MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		0718-5073 / (0718-5073) REVISTA DE INGENIERÍA DE CONSTRUCCIÓN (EN LÍNEA)	INGLES	EDIFICAÇÕES	Completo	Pontificia Universidad Católica de Chile	Arquitetura e Urbanismo		220	215	dx.doi.org/10.4067/S0718-50732019000200215	-		Não	42007011032P6	Investigação do desempenho térmico e acústico em edificações residenciais	ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	ANÁLISIS DE PRECIOS HEDÓNICOS DE VIVIENDAS		https://scielo.conicyt.cl/scielo.php?script=sci_arttext&pid=S0718-50732019000200215&lng=en&nrm=iso&tlng=en	http://dx.doi.org/10.4067/S0718-50732019000200215	34	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
B2	2019.0	ALESSANDRA WIRTH	Participante Externo	FERNANDA PACHECO	Participante Externo	NATALY AYUMI TOMA	Participante Externo	BERNARDO FONSECA TUTIKIAN	Docente	VICTOR HUGO VALIATI	Participante Externo	LUCIANA PAULO GOMES	Participante Externo																																																																																	Santiago		-	MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		0718-5073 / (0718-5073) REVISTA DE INGENIERÍA DE CONSTRUCCIÓN (EN LÍNEA)	Português	EDIFICAÇÕES	Completo	Pontificia Universidad Católica de Chile	Arquitetura e Urbanismo		14	5	/10.4067/S0718-50732019000100005 	-		Não	42007011032P6	Projetos de pesquisa do ITT Performance relacionados ao mestrado profissional de Arquitetura e Urbanismo	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	ANALYSIS OF FUNGAL GROWTH ON DIFFERENT COATINGS APPLIED TO LIGHTWEIGHT SYSTEMS		https://scielo.conicyt.cl/scielo.php?script=sci_arttext&pid=S0718-50732019000100005&lng=en&nrm=iso&tlng=en	http://dx.doi.org/10.4067/S0718-50732019000100005 	34	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
B1	2019.0	GUSTAVO CARNIEL MANICA	Discente - Bacharelado	FABRICIO LONGHI BOLINA	Egresso - null	BERNARDO FONSECA TUTIKIAN	Docente	MATHEUS DE OLIVEIRA VALADARES	Participante Externo																																																																																					-			MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		0718-915X / (0718-915X) REVISTA DE LA CONSTRUCCIÓN	PORTUGUES	EDIFICAÇÕES	Completo	Pontificia Universidad Católica de Chile	Arquitetura e Urbanismo		602	595	doi:10.7764/rdlc.18.3.595	-		Não	42007011032P6	Projetos de pesquisa do ITT Performance relacionados ao mestrado profissional de Arquitetura e Urbanismo	ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	ANALYSIS OF THE RESISTANCE TO FIRE OF SOLID CONCRETE BOARDS WITH POLYPROPYLENE MICROFIBERS AND LONG CURING TIME		http://revistadelaconstruccion.uc.cl/index.php/rdlc/article/view/1857	http://dx.doi.org/10.7764/RDLC.18.3.595	18	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
C	2019.0	ROBERTO CHRIST	Participante Externo	FERNANDA PACHECO	Participante Externo	BERNARDO FONSECA TUTIKIAN	Docente	PAULO ROBERTO DO LAGO HELENE	Participante Externo																																																																																					São Paulo			MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		1809-7197 / (1809-7197) CONCRETO & CONTRUÇÃO	PORTUGUES	EDIFICAÇÕES	Completo	Instituto Brasileiro do Concreto - IBRACON	Arquitetura e Urbanismo		55	52	-	-		Não	42007011032P6	Projetos de pesquisa do ITT Performance relacionados ao mestrado profissional de Arquitetura e Urbanismo	ARTIGO EM PERIÓDICO	96	BIBLIOGRÁFICA	APLICAÇÃO DO CONCRETO DE ULTRA-ALTO DESEMPENHO (UHPC) EM SISTEMA CONSTRUTIVO HABITACIONAL NO BRASIL		https://www.researchgate.net/publication/337915437_Aplicacao_do_concreto_de_ultra-alto_desempenho_UHPC_em_sistema_construtivo_habitacional_no_Brasil	-	4	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
A1	2019.0	MARCOS LEANDRO SILVA OLIVEIRA	Participante Externo	BERNARDO FONSECA TUTIKIAN	Docente	CELENE MILANES BATISTA	Participante Externo	LUIS FELIPE SILVA OLIVEIRA	Participante Externo																																																																																					-			MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		0959-6526 / (0959-6526) JOURNAL OF CLEANER PRODUCTION	INGLES	EDIFICAÇÕES	Completo	Elsevier	Arquitetura e Urbanismo		119262	119250	dx.doi.org/10.1016/j.jclepro.2019.119250	-		Não	42007011032P6	Projetos de pesquisa do ITT Performance relacionados ao mestrado profissional de Arquitetura e Urbanismo	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	ATMOSPHERIC CONTAMINATIONS AND BAD CONSERVATION EFFECTS IN ROMAN MOSAICS AND MORTARS OF ITALICA		https://www.sciencedirect.com/science/article/pii/S0959652619341204?via%3Dihub	https://doi.org/10.1016/j.jclepro.2019.119250	224	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
C	2019.0	CRISTINA BIAZUS DANIELESKI	Egresso - null	MARIA FERNANDA DE OLIVEIRA	Docente	DANIEL REIS MEDEIROS	Docente																																																																																							Campinas			MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		1980-6809 / (1980-6809) PARC : PESQUISA EM ARQUITETURA E CONSTRUÇÃO	PORTUGUES	EDIFICAÇÕES	Completo	Universidade Estadual de Campinas - UNICAMP	Arquitetura e Urbanismo		e019019	e019012	10.20396/parc.v10i0.8652735	-		Não	42007011032P6	Qualidade acústica de espaços públicos: estudo em restaurantes e praças de alimentação	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	AVALIAÇÃO DO DESEMPENHO DA LUZ NATURAL EM AMBIENTES RESIDENCIAIS		https://periodicos.sbu.unicamp.br/ojs/index.php/parc/article/view/8652735	https://doi.org/10.20396/parc.v10i0.8652735	10	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
C	2019.0	GUILHERME MANFREDINI BUENO	Participante Externo	RENATA POSTAY	Participante Externo	YASMIN ECCEL PETEREIT	Participante Externo	MARCO AURELIO STUMPF GONZALEZ	Docente	ANDREA PARISI KERN	Participante Externo																																																																																			Passo Fundo 		10.18256/2358-6508.2019.v6i1.3034	MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		2358-6508 / (2358-6508) REVISTA DE ENGENHARIA CIVIL IMED	Português	EDIFICAÇÕES	Completo	IMED	Arquitetura e Urbanismo		56	38	10.18256/2358-6508.2019.v6i1.3034	-		Não	42007011032P6	Investigação do desempenho térmico e acústico em edificações residenciais	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	AVALIAÇÃO EM CAMPO DO RUÍDO AÉREO DE UMA SALA DE AULA TIPO EM CAMPUS UNIVERSITÁRIO		https://seer.imed.edu.br/index.php/revistaec/article/view/3034	https://doi.org/10.18256/2358-6508.2019.v6i1.3034	6	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
B3	2019.0	FREDERICO SELAU DA CUNHA	Participante Externo	KLEBER ADAO LEMES COLLA	Participante Externo	HINOEL ZAMIS EHRENBRING	Participante Externo	FABRICIO LONGHI BOLINA	Egresso - null	BERNARDO FONSECA TUTIKIAN	Docente																																																																																			São Paulo			MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		1983-4195 / (1983-4195) REVISTA IBRACON DE ESTRUTURAS E MATERIAIS	PORTUGUES	EDIFICAÇÕES	Completo	IBRACON - Instituto Brasileiro do Concreto	Arquitetura e Urbanismo		971	956	doi:10.1590/s1983-41952019000400013	-		Não	42007011032P6	Projetos de pesquisa do ITT Performance relacionados ao mestrado profissional de Arquitetura e Urbanismo	ARTIGO EM PERIÓDICO	4	BIBLIOGRÁFICA	CASE STUDY: INFLUENCE OF PERFORMANCE LEVELS OF ABNT NBR 15575 WITHOUT CONSUMPTION OF MATERIALS USED IN REINFORCED CONCRETE STRUCTURES		http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952019000400956&tlng=en	http://dx.doi.org/10.1590/s1983-41952019000400013 	12	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
NA	2019.0	ROBERTO CHRIST	Participante Externo	FERNANDA PACHECO	Participante Externo	CAMILA SIMONETTI	Participante Externo	BERNARDO FONSECA TUTIKIAN	Docente																																																																																					Ji-Paraná		-	MEIO DIGITAL		-	UNIVERSIDADE DO VALE DO RIO DOS SINOS	UNISINOS		2594-4320 / (2594-4320) REVISTA DIÁLOGOS	Português	EDIFICAÇÕES	Completo	Centro Universitário São Lucas	Arquitetura e Urbanismo		112	89	-	-		Não	42007011032P6	Projetos de pesquisa do ITT Performance relacionados ao mestrado profissional de Arquitetura e Urbanismo	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	CONCEITOS E APLICAÇÕES DO CONCRETO DE ULTRA ALTO DESEMPENHO: PANORAMA NACIONAL E INTERNACIONAL		https://pdfs.semanticscholar.org/5843/5698111cf895825bcb8b12f66f5907712eab.pdf?_ga=2.89654299.1864312305.1584646210-595229893.1584646210	-	1	ARQUITETURA, URBANISMO E DESIGN	TECNOLOGIA DE ARQUITETURA E URBANISMO
